,blue_team,red_team,result
6063,LNG Academy,V5 87,1
6064,Suning-S,Invictus Gaming Young,0
6065,Team Secret,Team Flash,0
6066,KT Rolster,Afreeca Freecs,0
6067,V5 87,LNG Academy,0
6068,Team Flash,Team Secret,0
6069,Afreeca Freecs,KT Rolster,1
6070,Team Secret,Team Flash,0
6071,LDLC OL,Riddle Esports,1
6072,G2 Arctic,Team GamerLegion,0
6073,Riddle Esports,LDLC OL,0
6074,Team GamerLegion,G2 Arctic,0
6075,Racoon,7more7 Pompa Team,0
6076,G2 Arctic,Team GamerLegion,0
6077,Intrepid Fox Gaming,Sector One,1
6078,Racoon,7more7 Pompa Team,0
6079,Sector One,Intrepid Fox Gaming,1
6080,Cloud9,FlyQuest,0
6081,Intrepid Fox Gaming,Sector One,1
6082,Cloud9,FlyQuest,1
6083,FlyQuest,Cloud9,1
6084,Cloud9,FlyQuest,0
6085,TSM Academy,Evil Geniuses Academy,1
6086,TSM Academy,Evil Geniuses Academy,1
6087,Evil Geniuses Academy,TSM Academy,0
6088,LGD Gaming Young Team,Bilibili Gaming Junior,1
6089,Pentanet.GG,Chiefs Esports Club,0
6090,LGD Gaming Young Team,Bilibili Gaming Junior,1
6091,Pentanet.GG,Chiefs Esports Club,0
6092,Hanwha Life Esports,SANDBOX Gaming,0
6093,WanZhen Esports Club,LinGan e-Sports,0
6094,FunPlus Phoenix Blaze,optical spectrum E-sports,1
6095,Chiefs Esports Club,Pentanet.GG,1
6096,WanZhen Esports Club,LinGan e-Sports,1
6097,J Team,Nova Esports,1
6098,optical spectrum E-sports,FunPlus Phoenix Blaze,0
6099,SANDBOX Gaming,Hanwha Life Esports,1
6100,WanZhen Esports Club,LinGan e-Sports,1
6101,SeolHaeOne Prince,Team Dynamics,0
6102,Legend Esport Gaming,Team WE Academy,0
6103,Nova Esports,J Team,0
6104,Rogue Warriors Shark,Oh My Dream,1
6105,Team WE Academy,Legend Esport Gaming,0
6106,Nova Esports,J Team,0
6107,Team Dynamics,SeolHaeOne Prince,1
6108,Oh My Dream,Rogue Warriors Shark,0
6109,Legend Esport Gaming,Team WE Academy,0
6110,SK Gaming,FC Schalke 04 Esports,0
6111,SK Gaming,FC Schalke 04 Esports,0
6112,FC Schalke 04 Esports,SK Gaming,1
6113,Team Liquid,Golden Guardians,1
6114,Team Liquid,Golden Guardians,1
6115,Team Liquid,Golden Guardians,1
6116,Cloud9 Academy,CLG Academy,1
6117,Cloud9 Academy,CLG Academy,1
6118,Cloud9 Academy,CLG Academy,1
6119,Gen.G,Afreeca Freecs,1
6120,Dominus Esports Young,Joy Dream,1
6121,Chiefs Esports Club,ORDER,0
6122,Joy Dream,Dominus Esports Young,1
6123,ORDER,Chiefs Esports Club,1
6124,Joy Dream,Dominus Esports Young,0
6125,eStar Young,Victorious Gaming,1
6126,ORDER,Chiefs Esports Club,0
6127,Victorious Gaming,eStar Young,0
6128,JingNetGame,Suning-S,0
6129,ahq eSports Club,Berjaya Dragons,1
6130,Afreeca Freecs,Gen.G,0
6131,ORDER,Chiefs Esports Club,1
6132,V3 Esports,Sengoku Gaming,1
6133,All Combo,Shu Dai Xiong Gaming,0
6134,Suning-S,JingNetGame,1
6135,Top Esports,Suning,1
6136,KT Rolster,DAMWON Gaming,0
6137,Shu Dai Xiong Gaming,All Combo,1
6138,Team Secret,Percent Esports,1
6139,Berjaya Dragons,ahq eSports Club,1
6140,V3 Esports,Sengoku Gaming,0
6141,Suning,Top Esports,0
6142,Invictus Gaming Young,Royal Club,1
6143,5 Ronin,İstanbul Wildcats,1
6144,Percent Esports,Team Secret,0
6145,ahq eSports Club,Berjaya Dragons,1
6146,DAMWON Gaming,KT Rolster,1
6147,Suning,Top Esports,0
6148,V3 Esports,Sengoku Gaming,1
6149,Invictus Gaming Young,Royal Club,1
6150,Percent Esports,Team Secret,1
6151,Berjaya Dragons,ahq eSports Club,0
6152,5 Ronin,İstanbul Wildcats,0
6153,Sengoku Gaming,V3 Esports,0
6154,Percent Esports,Team Secret,1
6155,İstanbul Wildcats,5 Ronin,0
6156,Team Secret,Percent Esports,1
6157,İstanbul Wildcats,5 Ronin,1
6158,G2 Esports,MAD Lions,1
6159,İstanbul Wildcats,5 Ronin,0
6160,paiN Gaming,Prodigy Esports,0
6161,MAD Lions,G2 Esports,0
6162,MAD Lions,G2 Esports,1
6163,Prodigy Esports,paiN Gaming,0
6164,G2 Esports,MAD Lions,1
6165,paiN Gaming,Prodigy Esports,1
6166,Isurus,Rainbow7,0
6167,Prodigy Esports,paiN Gaming,1
6168,Cloud9,Evil Geniuses,1
6169,paiN Gaming,Prodigy Esports,1
6170,Evil Geniuses,Cloud9,0
6171,Rainbow7,Isurus,1
6172,Evil Geniuses,Cloud9,0
6173,Isurus,Rainbow7,1
6174,Rainbow7,Isurus,1
6175,T1,DRX,1
6176,Oh My Dream,V5 87,1
6177,Oh My Dream,V5 87,1
6178,Team WE Academy,Top Esports Challenger,1
6179,Rogue Warriors Shark,Young Miracles,0
6180,Top Esports Challenger,Team WE Academy,0
6181,Crest Gaming Act,DetonatioN FocusMe,0
6182,Young Miracles,Rogue Warriors Shark,0
6183,DRX,T1,1
6184,J Team,ahq eSports Club,1
6185,JD Gaming,LGD Gaming,1
6186,LinGan e-Sports,LNG Academy,1
6187,Rogue Warriors Shark,Young Miracles,0
6188,T1,DRX,1
6189,CERBERUS Esports,EVOS Esports,0
6190,ahq eSports Club,J Team,1
6191,DetonatioN FocusMe,Crest Gaming Act,0
6192,LGD Gaming,JD Gaming,0
6193,LNG Academy,LinGan e-Sports,0
6194,Galakticos,SuperMassive Esports,0
6195,Team Dynamics,Hanwha Life Esports,1
6196,J Team,ahq eSports Club,1
6197,EDG Youth Team,Vici Gaming Potential,1
6198,EVOS Esports,CERBERUS Esports,1
6199,LGD Gaming,JD Gaming,1
6200,DetonatioN FocusMe,Crest Gaming Act,1
6201,Galakticos,SuperMassive Esports,0
6202,EDG Youth Team,Vici Gaming Potential,0
6203,ahq eSports Club,J Team,0
6204,EVOS Esports,CERBERUS Esports,0
6205,JD Gaming,LGD Gaming,1
6206,DetonatioN FocusMe,Crest Gaming Act,1
6207,Hanwha Life Esports,Team Dynamics,1
6208,SuperMassive Esports,Galakticos,1
6209,EDG Youth Team,Vici Gaming Potential,1
6210,CERBERUS Esports,EVOS Esports,0
6211,Team Dynamics,Hanwha Life Esports,0
6212,Rogue,Fnatic,0
6213,Rogue,Fnatic,0
6214,INTZ,KaBuM! e-Sports,1
6215,Rogue,Fnatic,0
6216,Barrage Esports Academy,nerdRage,1
6217,KaBuM! e-Sports,INTZ,1
6218,Barrage Esports Academy,nerdRage,1
6219,INTZ,KaBuM! e-Sports,1
6220,nerdRage,Barrage Esports Academy,0
6221,KaBuM! e-Sports,INTZ,1
6222,Golden Guardians,TSM,1
6223,KaBuM! e-Sports,INTZ,0
6224,Golden Guardians,TSM,1
6225,TSM,Golden Guardians,1
6226,TSM,Golden Guardians,1
6227,TSM,Golden Guardians,1
6228,RunAway,OZ Gaming,0
6229,OZ Gaming,RunAway,0
6230,RunAway,OZ Gaming,0
6231,OZ Gaming,RunAway,1
6232,Vodafone Giants.Spain,Misfits Premier,0
6233,WLGaming Esports,7more7 Pompa Team,1
6234,Resolve,Bulldog Esports,1
6235,Fnatic Rising,GamersOrigin,1
6236,Resolve,Bulldog Esports,1
6237,Intrepid Fox Gaming,mousesports,0
6238,AGO ROGUE,Movistar Riders,0
6239,Bulldog Esports,Resolve,0
6240,SuppUp eSports,Team GamerLegion,0
6241,LGD Gaming,Suning,0
6242,LGD Gaming,Suning,0
6243,LGD Gaming,Suning,0
6244,FC Schalke 04 Evolution,K1ck Neosurf,0
6245,Samsung Morning Stars,LDLC OL,1
6246,Misfits Premier,WLGaming Esports,1
6247,Vodafone Giants.Spain,7more7 Pompa Team,1
6248,mousesports,Fnatic Rising,1
6249,GamersOrigin,Intrepid Fox Gaming,1
6250,T1,Afreeca Freecs,0
6251,T1,Afreeca Freecs,1
6252,T1,Afreeca Freecs,0
6253,Fnatic Rising,Intrepid Fox Gaming,1
6254,GamersOrigin,mousesports,1
6255,Movistar Riders,Team GamerLegion,1
6256,AGO ROGUE,SuppUp eSports,1
6257,FC Schalke 04 Evolution,LDLC OL,1
6258,K1ck Neosurf,Samsung Morning Stars,1
6259,Legend Esport Gaming,Vici Gaming Potential,1
6260,Legend Esport Gaming,Vici Gaming Potential,0
6261,OZ Gaming,Awesome Spear,0
6262,Legend Esport Gaming,Vici Gaming Potential,0
6263,Awesome Spear,OZ Gaming,1
6264,Vici Gaming Potential,Legend Esport Gaming,1
6265,Top Esports,JD Gaming,1
6266,OZ Gaming,Awesome Spear,0
6267,JD Gaming,Top Esports,1
6268,Suning-S,LGD Gaming Young Team,0
6269,Top Esports,JD Gaming,1
6270,Suning-S,LGD Gaming Young Team,0
6271,Suning-S,LGD Gaming Young Team,0
6272,JD Gaming,Top Esports,1
6273,JD Gaming,Top Esports,0
6274,Samsung Morning Stars,FC Schalke 04 Evolution,0
6275,LDLC OL,K1ck Neosurf,1
6276,WLGaming Esports,Vodafone Giants.Spain,0
6277,7more7 Pompa Team,Misfits Premier,0
6278,Movistar Riders,SuppUp eSports,1
6279,Team GamerLegion,AGO ROGUE,0
6280,Gen.G,Afreeca Freecs,1
6281,Top Esports Challenger,Team WE Academy,1
6282,ORDER,Legacy Esports,0
6283,Top Esports Challenger,Team WE Academy,0
6284,Suning,LGD Gaming,1
6285,ORDER,Legacy Esports,1
6286,Team WE Academy,Top Esports Challenger,0
6287,LGD Gaming,Suning,0
6288,ORDER,Legacy Esports,0
6289,Gen.G,Afreeca Freecs,1
6290,Top Esports Challenger,Team WE Academy,1
6291,LGD Gaming,Suning,0
6292,Legacy Esports,ORDER,1
6293,Machi Esports,PSG Talon,0
6294,Gen.G,Afreeca Freecs,1
6295,Shu Dai Xiong Gaming,Dominus Esports Young,1
6296,Dominus Esports Young,Shu Dai Xiong Gaming,0
6297,Dominus Esports Young,Shu Dai Xiong Gaming,0
6298,Machi Esports,PSG Talon,0
6299,PSG Talon,Machi Esports,0
6300,MAD Lions,FC Schalke 04 Esports,0
6301,Machi Esports,PSG Talon,1
6302,PSG Talon,Machi Esports,1
6303,MAD Lions,FC Schalke 04 Esports,1
6304,FC Schalke 04 Esports,MAD Lions,0
6305,FC Schalke 04 Esports,MAD Lions,0
6306,Cloud9 Academy,TSM Academy,0
6307,Cloud9 Academy,TSM Academy,1
6308,Cloud9 Academy,TSM Academy,1
6309,Cloud9 Academy,TSM Academy,1
6310,Invictus Gaming Young,Vici Gaming Potential,1
6311,Invictus Gaming Young,Vici Gaming Potential,1
6312,Invictus Gaming Young,Vici Gaming Potential,1
6313,Machi Esports,J Team,1
6314,FunPlus Phoenix,Invictus Gaming,1
6315,eStar Young,LGD Gaming Young Team,0
6316,FunPlus Phoenix,Invictus Gaming,0
6317,J Team,Machi Esports,0
6318,eStar Young,LGD Gaming Young Team,0
6319,Machi Esports,J Team,1
6320,FunPlus Phoenix,Invictus Gaming,1
6321,Team Flash,GAM Esports,0
6322,LGD Gaming Young Team,eStar Young,1
6323,Invictus Gaming,FunPlus Phoenix,1
6324,Team Flash,GAM Esports,0
6325,FunPlus Phoenix,Invictus Gaming,0
6326,GAM Esports,Team Flash,0
6327,Team Flash,GAM Esports,1
6328,G2 Esports,Fnatic,0
6329,Team Flash,GAM Esports,1
6330,G2 Esports,Fnatic,1
6331,G2 Esports,Fnatic,0
6332,G2 Esports,Fnatic,1
6333,G2 Esports,Fnatic,0
6334,All Knights,Rainbow7,1
6335,Cloud9,TSM,0
6336,Rainbow7,All Knights,0
6337,TSM,Cloud9,0
6338,Cloud9,TSM,0
6339,All Knights,Rainbow7,0
6340,TSM,Cloud9,1
6341,Rainbow7,All Knights,1
6342,All Knights,Rainbow7,0
6343,DRX,Gen.G,1
6344,FunPlus Phoenix Blaze,Top Esports Challenger,0
6345,FunPlus Phoenix Blaze,Top Esports Challenger,1
6346,FunPlus Phoenix Blaze,Top Esports Challenger,1
6347,Top Esports Challenger,FunPlus Phoenix Blaze,0
6348,Gen.G,DRX,1
6349,PSG Talon,Machi Esports,0
6350,DRX,Gen.G,0
6351,LGD Gaming,Invictus Gaming,1
6352,Joy Dream,Shu Dai Xiong Gaming,0
6353,Joy Dream,Shu Dai Xiong Gaming,0
6354,LGD Gaming,Invictus Gaming,1
6355,Joy Dream,Shu Dai Xiong Gaming,0
6356,PSG Talon,Machi Esports,0
6357,Gambit Esports,Unicorns Of Love.CIS,0
6358,Invictus Gaming,LGD Gaming,1
6359,LGD Gaming,Invictus Gaming,1
6360,Gambit Esports,Unicorns Of Love.CIS,1
6361,PSG Talon,Machi Esports,0
6362,Rogue,MAD Lions,1
6363,MAD Lions,Rogue,0
6364,Unicorns Of Love.CIS,Gambit Esports,1
6365,Gambit Esports,Unicorns Of Love.CIS,0
6366,MAD Lions,Rogue,0
6367,Team Liquid,FlyQuest,0
6368,Team Liquid,FlyQuest,1
6369,FlyQuest,Team Liquid,1
6370,Team Liquid,FlyQuest,1
6371,FlyQuest,Team Liquid,1
6372,Jin Air Green Wings,Awesome Spear,0
6373,Jin Air Green Wings,Awesome Spear,0
6374,Jin Air Green Wings,Awesome Spear,0
6375,GameWard,IZI Dream,1
6376,Team MCES,Solary,0
6377,GamersOrigin,GamersOrigin,1
6378,Misfits Premier,Misfits Premier,0
6379,Invictus Gaming Young,LGD Gaming Young Team,1
6380,LGD Gaming Young Team,Invictus Gaming Young,0
6381,LGD Gaming Young Team,Invictus Gaming Young,1
6382,Invictus Gaming Young,LGD Gaming Young Team,1
6383,IZI Dream,Team MCES,1
6384,GameWard,Misfits Premier,0
6385,Solary,LDLC OL,0
6386,GamersOrigin,Vitality.Bee,1
6387,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,1
6388,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,1
6389,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,0
6390,Shu Dai Xiong Gaming,FunPlus Phoenix Blaze,1
6391,IZI Dream,LDLC OL,1
6392,GameWard,GamersOrigin,1
6393,Solary,Vitality.Bee,1
6394,Team MCES,Misfits Premier,0
6395,GAM Esports,EVOS Esports,0
6396,GAM Esports,EVOS Esports,1
6397,EVOS Esports,GAM Esports,1
6398,GAM Esports,EVOS Esports,1
6399,EVOS Esports,GAM Esports,0
6400,LGD Gaming Young Team,FunPlus Phoenix Blaze,0
6401,LGD Gaming Young Team,FunPlus Phoenix Blaze,1
6402,FunPlus Phoenix Blaze,LGD Gaming Young Team,1
6403,LGD Gaming Young Team,FunPlus Phoenix Blaze,0
6404,DAMWON Gaming,DRX,1
6405,Sengoku Gaming,DetonatioN FocusMe,0
6406,DRX,DAMWON Gaming,0
6407,DetonatioN FocusMe,Sengoku Gaming,1
6408,Team Flash,GAM Esports,1
6409,5 Ronin,SuperMassive Esports,0
6410,Sengoku Gaming,DetonatioN FocusMe,0
6411,DAMWON Gaming,DRX,1
6412,Team Flash,GAM Esports,0
6413,GAM Esports,Team Flash,0
6414,5 Ronin,SuperMassive Esports,0
6415,Team Flash,GAM Esports,0
6416,5 Ronin,SuperMassive Esports,1
6417,GAM Esports,Team Flash,0
6418,Rogue,G2 Esports,1
6419,5 Ronin,SuperMassive Esports,1
6420,Rogue,G2 Esports,0
6421,SuperMassive Esports,5 Ronin,1
6422,Rogue,G2 Esports,0
6423,G2 Esports,Rogue,0
6424,Rogue,G2 Esports,0
6425,TSM,Team Liquid,1
6426,Team Liquid,TSM,1
6427,paiN Gaming,INTZ,0
6428,INTZ,paiN Gaming,1
6429,TSM,Team Liquid,0
6430,TSM,Team Liquid,1
6431,INTZ,paiN Gaming,0
6432,paiN Gaming,INTZ,0
6433,Team Liquid,TSM,0
6434,V3 Esports,DetonatioN FocusMe,1
6435,DetonatioN FocusMe,V3 Esports,1
6436,Invictus Gaming Young,Shu Dai Xiong Gaming,1
6437,V3 Esports,DetonatioN FocusMe,0
6438,Shu Dai Xiong Gaming,Invictus Gaming Young,0
6439,Invictus Gaming Young,Shu Dai Xiong Gaming,1
6440,DetonatioN FocusMe,V3 Esports,0
6441,V3 Esports,DetonatioN FocusMe,1
6442,G2 Esports,Fnatic,1
6443,Fnatic,G2 Esports,0
6444,Fnatic,G2 Esports,0
6445,FlyQuest,TSM,0
6446,FlyQuest,TSM,0
6447,TSM,FlyQuest,0
6448,FlyQuest,TSM,1
6449,TSM,FlyQuest,1
6450,Afreeca Freecs,KT Rolster,1
6451,KT Rolster,Afreeca Freecs,0
6452,Afreeca Freecs,KT Rolster,1
6453,GameWard,Team MCES,1
6454,IZI Dream,Vitality.Bee,1
6455,GamersOrigin,Solary,1
6456,LDLC OL,Misfits Premier,1
6457,T1,Afreeca Freecs,1
6458,Afreeca Freecs,T1,1
6459,Resurgence,Impunity,1
6460,T1,Afreeca Freecs,1
6461,Resurgence,Impunity,0
6462,Afreeca Freecs,T1,0
6463,Impunity,Resurgence,1
6464,Impunity,Resurgence,0
6465,Resurgence,Impunity,0
6466,GamersOrigin,Team MCES,1
6467,GameWard,LDLC OL,1
6468,Vitality.Bee,Misfits Premier,1
6469,IZI Dream,Solary,1
6470,Gen.G,T1,1
6471,T1,Gen.G,0
6472,unknown team,Liyab Esports,0
6473,unknown team,Liyab Esports,0
6474,Gen.G,T1,1
6475,unknown team,Liyab Esports,0
6476,Team GamerLegion,Movistar Riders,1
6477,SuppUp eSports,AGO ROGUE,0
6478,Movistar Riders,AGO ROGUE,0
6479,Team GamerLegion,SuppUp eSports,1
6480,SuppUp eSports,Movistar Riders,0
6481,AGO ROGUE,Team GamerLegion,0
6482,LDLC OL,FC Schalke 04 Evolution,1
6483,Samsung Morning Stars,K1ck Neosurf,0
6484,LDLC OL,Samsung Morning Stars,1
6485,K1ck Neosurf,FC Schalke 04 Evolution,1
6486,FC Schalke 04 Evolution,Samsung Morning Stars,0
6487,K1ck Neosurf,LDLC OL,0
6488,WLGaming Esports,Misfits Premier,0
6489,7more7 Pompa Team,Vodafone Giants.Spain,0
6490,Misfits Premier,Vodafone Giants.Spain,0
6491,7more7 Pompa Team,WLGaming Esports,1
6492,Misfits Premier,7more7 Pompa Team,0
6493,Vodafone Giants.Spain,WLGaming Esports,1
6494,GamersOrigin,Fnatic Rising,1
6495,mousesports,Intrepid Fox Gaming,1
6496,mousesports,GamersOrigin,1
6497,Intrepid Fox Gaming,Fnatic Rising,0
6498,Intrepid Fox Gaming,GamersOrigin,0
6499,Fnatic Rising,mousesports,0
6500,Team GamerLegion,Movistar Riders,1
6501,Team GamerLegion,AGO ROGUE,0
6502,Just Randoms,Winthrop University,0
6503,TBA,Illinois State University,1
6504,unknown team,unknown team,1
6505,Louisiana State University,unknown team,1
6506,Zenith Esports,Grand View University,1
6507,University of Texas at Dallas,unknown team,1
6508,Team Fish Taco,Dark Allegiance,1
6509,Illinois State University,TBA,0
6510,Grand View University,Zenith Esports,1
6511,unknown team,Louisiana State University,0
6512,unknown team,unknown team,0
6513,Winthrop University,Just Randoms,0
6514,unknown team,University of Texas at Dallas,1
6515,Dark Allegiance,Team Fish Taco,1
6516,Just Randoms,Winthrop University,1
6517,Zenith Esports,Grand View University,1
6518,University of Texas at Dallas,unknown team,1
6519,Team Fish Taco,Dark Allegiance,0
6520,Team GamerLegion,Vodafone Giants.Spain,1
6521,Vodafone Giants.Spain,Team GamerLegion,1
6522,Team GamerLegion,Vodafone Giants.Spain,1
6523,GamersOrigin,LDLC OL,1
6524,GamersOrigin,LDLC OL,0
6525,GamersOrigin,LDLC OL,0
6526,AGO ROGUE,Misfits Premier,1
6527,Misfits Premier,AGO ROGUE,0
6528,mousesports,K1ck Neosurf,1
6529,K1ck Neosurf,mousesports,1
6530,mousesports,K1ck Neosurf,1
6531,LDLC OL,Team GamerLegion,1
6532,Team GamerLegion,LDLC OL,1
6533,LDLC OL,Team GamerLegion,0
6534,AGO ROGUE,mousesports,1
6535,mousesports,AGO ROGUE,0
6536,Team GamerLegion,AGO ROGUE,0
6537,Team GamerLegion,AGO ROGUE,0
6538,AGO ROGUE,Team GamerLegion,1
6539,unknown team,Illinois State University,1
6540,Zenith Esports,Louisiana State University,1
6541,Louisiana State University,Zenith Esports,0
6542,Illinois State University,unknown team,0
6543,unknown team,Grand View University,0
6544,University of Texas at Dallas,Noble Esports,0
6545,Grand View University,unknown team,1
6546,Noble Esports,University of Texas at Dallas,1
6547,LDLC OL,Team MCES,1
6548,GamersOrigin,IZI Dream,0
6549,GameWard,Vitality.Bee,0
6550,Misfits Premier,Solary,1
6551,Harrisburg University,Illinois State University,0
6552,ANEW Dawn,Dark Allegiance,0
6553,Grand View University,Peak Performance,1
6554,Peak Performance,Grand View University,1
6555,Illinois State University,Harrisburg University,1
6556,Dark Allegiance,ANEW Dawn,0
6557,ANEW Dawn,Dark Allegiance,1
6558,Team MCES,Vitality.Bee,1
6559,GamersOrigin,LDLC OL,1
6560,Misfits Premier,IZI Dream,1
6561,Solary,GameWard,0
6562,IZI Dream,Misfits Premier,0
6563,LDLC OL,GameWard,0
6564,Misfits Premier,GameWard,1
6565,Noble Esports,Maryville University,0
6566,MAD Lions,INTZ,1
6567,PSG Talon,Rainbow7,1
6568,Legacy Esports,INTZ,1
6569,LGD Gaming,PSG Talon,0
6570,Team Liquid,MAD Lions,1
6571,Dark Allegiance,Just Randoms,1
6572,Winthrop University,Team Fish Taco,1
6573,Team Fish Taco,Winthrop University,0
6574,Just Randoms,Dark Allegiance,1
6575,Dark Allegiance,Just Randoms,0
6576,Rainbow7,V3 Esports,0
6577,INTZ,SuperMassive Esports,0
6578,V3 Esports,Unicorns Of Love.CIS,0
6579,LGD Gaming,Rainbow7,0
6580,Unicorns Of Love.CIS,PSG Talon,1
6581,SuperMassive Esports,MAD Lions,1
6582,Team Liquid,Legacy Esports,1
6583,V3 Esports,LGD Gaming,0
6584,Rainbow7,Unicorns Of Love.CIS,1
6585,PSG Talon,V3 Esports,1
6586,Unicorns Of Love.CIS,LGD Gaming,1
6587,Unicorns Of Love.CIS,PSG Talon,0
6588,LGD Gaming,V3 Esports,1
6589,unknown team,TBA,0
6590,unknown team,Illinois State University,1
6591,Winthrop University,Dark Allegiance,1
6592,Grand View University,Louisiana State University,1
6593,Grand View University,University of Texas at Dallas,1
6594,Just Randoms,Team Fish Taco,1
6595,unknown team,Zenith Esports,1
6596,Dark Allegiance,Winthrop University,1
6597,TBA,unknown team,1
6598,Illinois State University,unknown team,1
6599,Louisiana State University,Grand View University,1
6600,Zenith Esports,unknown team,1
6601,Team Fish Taco,Just Randoms,0
6602,University of Texas at Dallas,Grand View University,0
6603,Winthrop University,Dark Allegiance,0
6604,unknown team,Zenith Esports,0
6605,Grand View University,Louisiana State University,1
6606,unknown team,Illinois State University,0
6607,SuperMassive Esports,Team Liquid,0
6608,MAD Lions,Legacy Esports,0
6609,INTZ,Team Liquid,1
6610,Legacy Esports,SuperMassive Esports,1
6611,MAD Lions,INTZ,1
6612,Team Liquid,Legacy Esports,1
6613,IZI Dream,LDLC OL,0
6614,IZI Dream,LDLC OL,1
6615,IZI Dream,LDLC OL,0
6616,IZI Dream,LDLC OL,1
6617,IZI Dream,LDLC OL,0
6618,unknown team,Grand View University,1
6619,Grand View University,unknown team,1
6620,unknown team,Grand View University,0
6621,Zenith Esports,Just Randoms,0
6622,Columbia College,University of Texas at Dallas,0
6623,Just Randoms,Zenith Esports,0
6624,University of Texas at Dallas,Columbia College,0
6625,Zenith Esports,Just Randoms,0
6626,Columbia College,University of Texas at Dallas,1
6627,Rainbow7,LGD Gaming,0
6628,Rainbow7,LGD Gaming,0
6629,LGD Gaming,Rainbow7,1
6630,SuperMassive Esports,MAD Lions,1
6631,MAD Lions,SuperMassive Esports,1
6632,SuperMassive Esports,MAD Lions,1
6633,MAD Lions,SuperMassive Esports,1
6634,SuperMassive Esports,MAD Lions,1
6635,GameWard,LDLC OL,0
6636,GameWard,LDLC OL,0
6637,LDLC OL,GameWard,0
6638,GameWard,LDLC OL,1
6639,LDLC OL,GameWard,0
6640,Maryville University,ANEW Dawn,1
6641,Peak Performance,Zenith Esports,0
6642,Illinois State University,Mirage Sport Électronique,0
6643,University of Texas at Dallas,Maryville University,0
6644,Just Randoms,Grand View University,0
6645,TBA,Harrisburg University,1
6646,Noble Esports,Columbia College,0
6647,Dark Allegiance,Illinois Wesleyan University,1
6648,Zenith Esports,Peak Performance,1
6649,Mirage Sport Électronique,Illinois State University,0
6650,ANEW Dawn,Maryville University,0
6651,Maryville University,University of Texas at Dallas,1
6652,Grand View University,Just Randoms,1
6653,Harrisburg University,TBA,1
6654,Illinois Wesleyan University,Dark Allegiance,0
6655,Columbia College,Noble Esports,0
6656,Illinois State University,Mirage Sport Électronique,1
6657,TBA,Harrisburg University,0
6658,Noble Esports,Columbia College,0
6659,Legacy Esports,LGD Gaming,0
6660,Legacy Esports,LGD Gaming,0
6661,Legacy Esports,LGD Gaming,0
6662,Unicorns Of Love.CIS,SuperMassive Esports,1
6663,SuperMassive Esports,Unicorns Of Love.CIS,0
6664,Unicorns Of Love.CIS,SuperMassive Esports,1
6665,Misfits Premier,GameWard,0
6666,Misfits Premier,GameWard,1
